PlayerID;Position
89230;Second Striker
97069;Left Winger
99708;Centre-Back
99708;Left-Back
99711;Centre-Forward
169281;Attacking Midfield
170710;Centre-Back
176295;Left Winger
237723;Attacking Midfield
237723;Left Winger
245248;Defensive Midfield
245309;Centre-Back
245309;Left-Back
245359;Defensive Midfield
251095;Left Midfield
289694;Centre-Forward
289694;Second Striker
299337;Centre-Back
306917;Attacking Midfield
348183;Defensive Midfield
348183;Right Midfield
410921;Centre-Back
519640;Centre-Forward
626135;Left Winger
721525;Right-Back
